/* DATA DESCRIPTION:
AlexEst_F161_A0	Flood	F161	A0	013	32.396300	34.865500	2016-12-02T22:00:00	Estuary head	0	120.0	1.841	13255.2	0.023	0.132	0.011	0.045	0.002	0.000	0.045	0.011	0.032	0.002	0.025	0.008	0.002	0.240	0.018	0.002	0.003	0.054	0.000	0.000	0.002	0.430	0.004	0.002	0.000	0.001	0.000	0.000	0.016	0.000	0.022	0.000	0.000	0.000	0.003	0.000	0.000	0.008	0.003	0.005	0.037	0.000	0.001	0.012	0.025	0.014	0.000	0.007	0.019	0.326	0.014	0.080	0.004	0.000	0.056	0.003	0.084	0.000		0.051	3.689	0.140	0.077	0.086	0.010	0.013	0.263	0.062	0.009	0.000	0.000	0.000	0.000	0.003	0.017	0.002	0.240
AlexEst_F161_A0	Flood	F161	A0	014	32.396300	34.865500	2016-12-03T00:00:00	Estuary head	0	120.0	1.663	11973.9	0.030	0.140	0.012	0.056	0.002	0.000	0.050	0.014	0.037	0.002	0.020	0.011	0.002	0.339	0.029	0.000	0.003	0.067	0.000	0.000	0.002	0.491	0.005	0.002	0.006	0.002	0.000	0.000	0.019	0.000	0.034	0.000	0.000	0.000	0.004	0.000	0.000	0.008	0.005	0.008	0.037	0.000	0.001	0.015	0.025	0.007	0.000	0.013	0.021	0.437	0.027	0.104	0.005	0.000	0.085	0.002	0.072	0.000		0.090	4.652	0.196	0.094	0.125	0.014	0.011	0.387	0.042	0.014	0.000	0.000	0.001	0.000	0.000	0.027	0.005	0.298
AlexEst_F161_A0	Flood	F161	A0	015	32.396300	34.865500	2016-12-03T02:00:00	Estuary head	0	232.5	1.525	21270.4	0.023	0.115	0.011	0.062	0.002	0.000	0.036	0.013	0.052	0.002	0.020	0.010	0.001	0.313	0.029	0.000	0.003	0.059	0.000	0.000	0.004	0.435	0.005	0.002	0.032	0.002	0.000	0.000	0.022	0.000	0.018	0.002	0.000	0.000	0.004	0.000	0.000	0.007	0.004	0.008	0.031	0.000	0.001	0.012	0.018	0.005	0.000	0.011	0.021	0.417	0.021	0.105	0.004	0.000	0.152	0.002	0.052	0.000		0.147	8.524	0.474	0.150	0.329	0.033	0.020	0.000	0.078	0.035	0.000	0.000	0.002	0.000	0.008	0.087	0.016	0.885
AlexEst_F161_A0	Flood	F161	A0	016	32.396300	34.865500	2016-12-03T07:45:00	Estuary head	0	232.5	0.532	7415.5	0.047	0.137	0.030	0.095	0.004	0.000	0.033	0.016	0.045	0.006	0.035	0.016	0.004	0.359	0.075	0.000	0.007	0.136	0.000	0.000	0.004	0.683	0.006	0.000	0.008	0.011	0.000	0.001	0.104	0.000	0.022	0.000	0.000	0.000	0.006	0.001	0.000	0.030	0.005	0.021	0.031	0.000	0.001	0.007	0.010	0.004	0.000	0.017	0.021	0.395	0.114	0.112	0.004	0.000	0.233	0.000	0.047	0.000		0.153	0.039	0.767	0.104	0.166	0.054	0.045	1.146	0.058	0.076	0.002	0.004	0.002	0.191	0.000	0.097	0.008	1.785
AlexEst_F162_A0	Flood	F162	A0	017	32.396300	34.865500	2016-12-13T09:30:00	Estuary head	0	75.0	3.304	14866.9	0.010	0.079	0.002	0.086	0.002	0.000	0.003	0.001	0.017	0.002	0.028	0.007	0.000	0.033	0.045	0.000	0.004	0.291	0.000	0.000	0.005	21.444	0.006	0.002	0.015	0.002	0.000	0.001	0.045	0.000	0.018	0.010	0.000	0.000	0.004	0.000	0.000	0.007	0.003	0.023	0.015	0.000	0.002	0.017	0.021	0.003	0.000	0.005	0.000	0.165	0.108	0.005	0.009	0.000	0.226	0.000	0.013	0.000		0.138	10.845	0.593	0.230	0.415	0.041	0.039	1.204	0.066	0.055	0.005	0.001	0.002	0.000	0.000	0.088	0.022	1.119
AlexEst_F162_A0	Flood	F162	A0	018	32.396300	34.865500	2016-12-13T10:00:00	Estuary head	0	48.0	4.532	13052.9	0.012	0.086	0.001	0.065	0.002	0.000	0.005	0.000	0.019	0.001	0.039	0.008	0.000	0.031	0.028	0.000	0.004	0.294	0.000	0.000	0.011	15.998	0.065	0.000	0.006	0.077	0.000	0.000	0.047	0.000	0.018	0.010	0.000	0.000	0.007	0.000	0.000	0.021	0.004	0.030	0.017	0.000	0.002	0.009	0.025	0.003	0.000	0.006	0.010	0.170	0.076	0.018	0.011	0.000	0.203	0.000	0.018	0.000		0.227	0.457	0.707	0.103	0.182	0.051	0.033	0.951	0.041	0.077	0.000	0.002	0.002	0.000	0.009	0.086	0.010	1.630
AlexEst_F162_A0	Flood	F162	A0	019	32.396300	34.865500	2016-12-13T11:06:00	Estuary head	0	63.0	4.801	18146.3	0.009	0.077	0.010	0.129	0.014	0.014	0.005	0.022	0.019	0.003	0.038	0.008	0.000	0.031	0.023	0.000	0.004	1.094	0.000	0.000	0.011	19.165	0.033	0.000	0.009	0.046	0.000	0.001	0.020	0.000	0.027	0.015	0.000	0.000	0.004	0.000	0.000	0.006	0.009	0.022	0.018	0.000	0.002	0.010	0.019	0.008	0.000	0.012	0.007	0.259	0.041	0.332	0.004	0.000	0.238	0.000	0.042	0.000		1.041	0.115	0.509	0.205	0.200	0.003	0.059	1.661	0.057	0.054	0.001	0.001	0.003	0.306	0.002	0.045	0.011	1.177
AlexEst_F162_A0	Flood	F162	A0	020	32.396300	34.865500	2016-12-13T12:06:00	Estuary head	0	90.0	3.847	20771.2	0.020	0.493	0.076	0.268	0.122	0.043	0.011	0.201	0.033	0.013	0.049	0.009	0.004	0.023	0.037	0.000	0.007	1.397	0.000	0.000	0.013	15.610	0.008	0.000	0.013	0.018	0.000	0.002	0.012	0.000	0.098	0.010	0.000	0.000	0.003	0.000	0.000	0.004	0.005	0.016	0.030	0.000	0.002	0.017	0.049	0.009	0.000	0.011	0.343	0.347	0.043	1.004	0.002	0.000	0.178	0.000	0.316	0.000		0.694	3.996	0.341	0.204	0.160	0.021	0.095	1.172	0.070	0.033	0.000	0.001	0.000	0.221	0.000	0.021	0.005	0.638
AlexEst_F162_A0	Flood	F162	A0	021	32.396300	34.865500	2016-12-13T14:06:00	Estuary head	0	120.0	4.413	31774.3	0.059	0.655	0.089	0.217	0.123	0.019	0.040	0.155	0.069	0.043	0.090	0.017	0.029	0.047	0.043	0.000	0.005	0.357	0.000	0.000	0.049	17.069	0.106	0.001	0.008	0.735	0.000	0.001	0.012	0.000	0.294	0.033	0.000	0.002	0.014	0.001	0.000	0.068	0.012	0.029	0.038	0.000	0.022	0.019	0.093	0.008	0.000	0.008	0.157	0.505	0.827	0.216	0.042	0.000	0.072	0.011	0.317	0.000		0.126	3.343	0.174	0.105	0.066	0.010	0.000	0.355	0.031	0.012	0.000	0.000	0.001	0.000	0.003	0.014	0.003	0.206
AlexEst_F162_A0	Flood	F162	A0	022	32.396300	34.865500	2016-12-13T16:06:00	Estuary head	0	117.0	3.497	24551.7	0.048	0.963	0.051	0.217	0.075	0.026	0.073	0.062	0.105	0.016	0.056	0.018	0.020	0.058	0.043	0.000	0.004	0.398	0.000	0.000	0.017	23.701	0.012	0.001	0.008	0.167	0.000	0.004	0.013	0.000	0.176	0.029	0.000	0.000	0.003	0.001	0.000	0.042	0.050	0.023	0.143	0.002	0.013	0.022	0.169	0.009	0.000	0.008	0.171	1.050	0.448	0.130	0.011	0.000	0.074	0.012	0.647	0.000		0.147	3.033	0.205	0.243	0.076	0.015	0.055	0.343	0.042	0.019	0.001	0.000	0.002	0.085	0.000	0.012	0.003	0.306
AlexEst_F162_A0	Flood	F162	A0	023	32.396300	34.865500	2016-12-13T18:00:00	Estuary head	0	117.0	2.035	14282.9	0.057	0.751	0.063	0.189	0.102	0.019	0.117	0.065	0.081	0.026	0.072	0.012	0.028	0.061	0.049	0.000	0.007	0.319	0.000	0.000	0.020	24.819	0.012	0.001	0.009	0.241	0.000	0.003	0.043	0.000	0.253	0.022	0.000	0.001	0.006	0.001	0.000	0.048	0.051	0.022	0.106	0.000	0.011	0.018	0.128	0.012	0.000	0.006	0.122	1.035	0.066	0.752	0.017	0.000	0.067	0.025	0.452	0.000		0.265	4.802	0.175	0.153	0.072	0.013	0.017	0.409	0.027	0.017	0.000	0.000	0.002	0.000	0.000	0.015	0.005	0.235
AlexEst_F162_A0	Flood	F162	A0	024	32.396300	34.865500	2016-12-14T02:17:00	Estuary head	0	90.0	1.847	9974.9	0.250	0.832	0.198	0.155	0.104	0.033	0.358	0.117	0.121	0.022	0.176	0.034	0.028	1.796	0.149	0.000	0.011	1.700	0.000	0.000	0.024	34.613	0.010	0.001	0.008	0.182	0.000	0.005	0.031	0.000	0.145	0.067	0.000	0.000	0.008	0.002	0.000	0.035	0.274	0.030	0.120	0.000	0.007	0.129	0.115	0.007	0.000	0.026	0.122	1.109	0.141	0.446	0.014	0.000	0.105	0.014	0.327	0.000		0.287	7.677	0.427	0.248	0.184	0.025	0.000	0.000	0.037	0.031	0.000	0.001	0.003	0.000	0.000	0.036	0.008	0.538
AlexEst_F162_A0	Flood	F162	A0	025	32.396300	34.865500	2016-12-14T03:17:00	Estuary head	0	66.5	7.278	29040.0	0.152	0.520	0.114	0.135	0.048	0.016	0.185	0.077	0.067	0.015	0.082	0.021	0.015	2.576	0.098	0.000	0.006	0.719	0.000	0.000	0.071	20.624	0.117	0.002	0.006	0.165	0.000	0.004	0.024	0.000	0.159	0.042	0.000	0.000	0.015	0.001	0.000	0.028	0.408	0.045	0.083	0.000	0.016	0.059	0.076	0.008	0.000	0.042	0.081	0.746	0.066	0.238	0.009	0.000	0.093	0.018	0.229	0.000		0.234	8.722	0.314	0.175	0.166	0.021	0.000	3.291	0.032	0.024	0.000	0.000	0.003	0.000	0.000	0.042	0.007	0.455
AlexEst_F162_A0	Flood	F162	A0	026	32.396300	34.865500	2016-12-14T04:30:00	Estuary head	0	60.0	13.666	49198.8	0.057	0.227	0.023	0.122	0.022	0.009	0.133	0.032	0.048	0.005	0.034	0.008	0.004	0.341	0.045	0.000	0.007	0.476	0.000	0.000	0.014	13.912	0.043	0.002	0.006	0.110	0.000	0.005	0.029	0.000	0.077	0.011	0.000	0.000	0.006	0.001	0.000	0.082	0.100	0.017	0.048	0.000	0.005	0.023	0.049	0.007	0.000	0.013	0.050	0.490	0.068	0.107	0.013	0.000	0.087	0.011	0.099	0.000		0.136	7.291	0.371	0.088	0.199	0.023	0.000	0.000	0.043	0.037	0.001	0.001	0.000	0.000	0.000	0.041	0.012	0.562
AlexEst_F162_A0	Flood	F162	A0	027	32.396300	34.865500	2016-12-14T05:17:00	Estuary head	0	57.5	15.963	55072.1	0.072	0.219	0.027	0.153	0.042	0.009	0.229	0.036	0.050	0.006	0.032	0.009	0.003	0.288	0.041	0.000	0.008	0.338	0.000	0.000	0.012	10.351	0.020	0.002	0.004	0.106	0.000	0.007	0.086	0.000	0.085	0.008	0.000	0.000	0.007	0.003	0.000	0.048	0.052	0.015	0.038	0.000	0.003	0.027	0.044	0.005	0.000	0.010	0.037	0.579	0.029	0.120	0.013	0.000	0.070	0.008	0.106	0.000		0.107	4.738	0.261	0.068	0.137	0.013	0.000	0.768	0.041	0.026	0.000	0.000	0.000	0.000	0.000	0.021	0.008	0.314
AlexEst_F162_A0	Flood	F162	A0	028	32.396300	34.865500	2016-12-14T06:25:00	Estuary head	0	95.5	15.566	89195.6	0.082	0.289	0.039	0.175	0.034	0.018	0.158	0.026	0.051	0.006	0.051	0.016	0.005	0.278	0.080	0.000	0.006	0.399	0.000	0.000	0.014	8.014	0.014	0.002	0.006	0.118	0.000	0.007	0.036	0.000	0.126	0.016	0.000	0.000	0.008	0.001	0.001	0.049	0.070	0.031	0.101	0.000	0.004	0.038	0.061	0.005	0.000	0.011	0.059	0.686	0.343	0.109	0.025	0.000	0.071	0.002	0.145	0.000		0.108	2.809	0.170	0.139	0.090	0.001	0.103	0.321	0.049	0.014	0.001	0.000	0.000	0.084	0.003	0.007	0.003	0.174
AlexEst_F162_A0	Flood	F162	A0	029	32.396300	34.865500	2016-12-14T08:28:00	Estuary head	0	121.5	13.008	94824.9	0.078	0.251	0.041	0.138	0.028	0.013	0.153	0.021	0.048	0.005	0.048	0.018	0.004	0.339	0.071	0.000	0.005	0.576	0.000	0.000	0.012	6.862	0.009	0.002	0.007	0.084	0.000	0.006	0.036	0.000	0.112	0.013	0.000	0.000	0.007	0.001	0.000	0.035	0.123	0.040	0.078	0.000	0.003	0.031	0.056	0.005	0.000	0.013	0.044	0.673	0.187	0.100	0.017	0.000	0.063	0.003	0.118	0.000		0.077	2.526	0.165	0.097	0.078	0.005	0.051	0.291	0.041	0.015	0.000	0.000	0.001	0.042	0.003	0.011	0.004	0.169
AlexEst_F162_A0	Flood	F162	A0	030	32.396300	34.865500	2016-12-14T10:28:00	Estuary head	0	120.0	7.219	51977.3	0.074	0.212	0.042	0.101	0.021	0.009	0.149	0.015	0.046	0.004	0.045	0.020	0.004	0.400	0.061	0.000	0.005	0.754	0.000	0.000	0.010	5.710	0.005	0.002	0.008	0.051	0.000	0.006	0.037	0.000	0.097	0.011	0.000	0.000	0.006	0.001	0.000	0.021	0.177	0.048	0.055	0.000	0.003	0.024	0.051	0.004	0.000	0.015	0.029	0.660	0.031	0.091	0.009	0.000	0.055	0.004	0.091	0.000		0.047	2.243	0.159	0.055	0.066	0.010	0.000	0.261	0.032	0.016	0.000	0.000	0.002	0.000	0.002	0.016	0.004	0.165
AlexEst_F162_A0	Flood	F162	A0	031	32.396300	34.865500	2016-12-14T12:28:00	Estuary head	0	152.0	4.378	39927.0	0.066	0.221	0.045	0.104	0.030	0.009	0.194	0.015	0.054	0.007	0.061	0.020	0.005	0.440	0.071	0.000	0.005	0.937	0.000	0.000	0.019	6.648	0.005	0.002	0.006	0.051	0.000	0.004	0.028	0.000	0.085	0.017	0.000	0.000	0.007	0.001	0.000	0.020	0.244	0.065	0.059	0.000	0.004	0.026	0.065	0.005	0.000	0.019	0.028	0.775	0.079	0.095	0.008	0.000	0.062	0.004	0.089	0.000		0.062	3.138	0.151	0.066	0.065	0.012	0.026	0.264	0.024	0.010	0.000	0.000	0.002	0.000	0.003	0.015	0.003	0.167
AlexEst_F162_A0	Flood	F162	A0	032	32.396300	34.865500	2016-12-14T15:32:00	Estuary head	0	182.0	2.871	31349.4	0.051	0.178	0.034	0.091	0.023	0.009	0.145	0.010	0.042	0.006	0.053	0.017	0.004	0.341	0.063	0.000	0.005	1.031	0.000	0.000	0.078	5.603	0.004	0.002	0.006	0.051	0.000	0.003	0.028	0.000	0.068	0.039	0.000	0.000	0.007	0.001	0.000	0.020	0.175	0.113	0.043	0.000	0.003	0.026	0.052	0.005	0.000	0.014	0.023	0.616	0.079	0.072	0.008	0.000	0.061	0.002	0.065	0.000		0.070	3.423	0.155	0.066	0.069	0.013	0.044	0.323	0.043	0.013	0.000	0.000	0.003	0.043	0.002	0.013	0.003	0.228
AlexEst_F162_A0	Flood	F162	A0	033	32.396300	34.865500	2016-12-14T18:32:00	Estuary head	0	189.5	1.706	19398.5	0.036	0.135	0.023	0.079	0.016		0.095	0.006	0.031	0.006	0.045	0.015	0.003	0.242	0.055			1.125			0.136	4.559	0.003		0.005			0.002			0.051	0.060		0.000					0.106	0.160	0.028		0.003		0.039	0.006	0.000	0.009	0.018	0.456		0.050	0.008	0.000	0.059	0.001	0.041	0.000		0.077	3.708	0.160	0.065	0.073	0.014	0.063	0.381	0.062	0.015	0.001	0.000	0.003	0.087	0.000	0.012	0.003	0.289
AlexEst_F162_A0	Flood	F162	A0	034	32.396300	34.865500	2016-12-14T21:51:00	Estuary head	0	189.0	1.206	13676.0	0.036	0.135	0.023	0.079	0.016	0.004	0.095	0.006	0.031	0.006	0.045	0.015	0.003	0.242	0.055	0.000	0.004	1.125	0.000	0.000	0.136	4.559	0.003	0.001	0.005	0.027	0.002	0.002	0.014	0.000	0.051	0.060	0.000	0.000	0.004	0.000	0.001	0.029	0.106	0.160	0.028	0.000	0.003	0.016	0.039	0.006	0.000	0.009	0.018	0.456	0.057	0.050	0.008	0.000	0.059	0.001	0.041	0.000		0.077	3.708	0.160	0.065	0.073	0.014	0.063	0.381	0.062	0.015	0.001	0.000	0.003	0.087	0.000	0.012	0.003	0.289
AlexEst_F162_A0	Flood	F162	A0	035	32.396300	34.865500	2016-12-15T00:50:00	Estuary head	0	157.5	1.099	10386.4	0.043	0.143	0.021	0.083	0.018	0.004	0.099	0.007	0.039	0.005	0.052	0.016	0.004	0.256	0.052	0.000	0.004	1.117	0.000	0.000	0.135	5.557	0.003	0.001	0.004	0.026	0.000	0.002	0.019	0.000	0.051	0.062	0.000	0.000	0.004	0.000	0.003	0.026	0.110	0.152	0.032	0.000	0.004	0.015	0.039	0.005	0.000	0.009	0.020	0.491	0.022	0.054	0.007	0.000	0.051	0.003	0.047	0.000		0.077	4.053	0.164	0.045	0.076	0.013	0.015	0.349	0.027	0.014	0.001	0.000	0.003	0.000	0.000	0.018	0.004	0.270
AlexEst_F162_A0	Flood	F162	A0	036	32.396300	34.865500	2016-12-15T03:06:00	Estuary head	0	128.0	0.865	6646.8	0.043	0.143	0.021	0.083	0.018		0.099	0.007	0.039	0.005	0.052	0.016	0.004	0.256	0.052			1.117			0.135	5.557	0.003		0.004			0.002			0.051	0.062		0.000					0.110	0.152	0.032		0.004		0.039	0.005	0.000	0.009	0.020	0.491		0.054	0.007	0.000	0.051	0.003	0.047	0.000		0.077	4.053	0.164	0.045	0.076	0.013	0.015	0.349	0.027	0.014	0.001	0.000	0.003	0.000	0.000	0.018	0.004	0.270
AlexEst_F163_A0	Flood	F163	A0	037	32.396300	34.865500	2016-12-25T06:15:00	Estuary head	0	90.0	6.895	37230.7	0.102	0.556	0.096	0.626	0.234	0.056	0.101	0.380	0.140	0.012	0.083	0.013	0.021	0.177	0.035	0.000	0.005	2.143	0.000	0.000	0.063	8.339	0.034	0.001	0.006	0.363	0.000	0.009	0.064	0.000	0.231	0.068	0.000	0.001	0.007	0.002	0.000	0.107	0.090	0.032	0.080	0.000	0.026	0.041	0.076	0.009	0.000	0.008	0.019	0.498	0.879	0.050	0.021	0.000	0.090	0.176	0.069	0.000		0.408	5.638	0.205	0.058	0.125	0.016	0.000	0.472	0.027	0.024	0.001	0.000	0.002	0.000	0.000	0.012	0.004	0.384
AlexEst_F163_A0	Flood	F163	A0	038	32.396300	34.865500	2016-12-25T07:15:00	Estuary head	0	90.0	7.909	42710.5	0.106	0.507	0.099	0.639	0.201	0.047	0.096	0.349	0.138	0.011	0.053	0.008	0.024	0.177	0.038	0.000	0.005	2.539	0.000	0.000	0.067	8.323	0.032	0.000	0.013	0.330	0.000	0.006	0.065	0.000	0.252	0.065	0.000	0.000	0.006	0.002	0.000	0.104	0.091	0.033	0.078	0.000	0.031	0.032	0.075	0.011	0.000	0.008	0.017	0.492	0.713	0.045	0.021	0.000	0.086	0.003	0.062	0.000		0.459	5.879	0.220	0.063	0.138	0.017	0.009	0.569	0.018	0.024	0.000	0.000	0.002	0.000	0.002	0.014	0.005	0.428
AlexEst_F163_A0	Flood	F163	A0	039	32.396300	34.865500	2016-12-25T09:15:00	Estuary head	0	120.0	7.148	51462.7	0.118	0.407	0.090	0.279	0.110	0.045	0.138	0.215	0.122	0.008	0.065	0.013	0.023	0.633	0.052	0.000	0.003	1.956	0.000	0.000	0.038	6.065	0.009	0.000	0.014	0.239	0.000	0.004	0.037	0.000	0.242	0.042	0.000	0.000	0.004	0.001	0.000	0.073	0.053	0.028	0.104	0.000	0.035	0.040	0.076	0.008	0.000	0.006	0.010	0.528	0.443	0.033	0.018	0.000	0.035	0.006	0.170	0.000		0.067	3.081	0.104	0.028	0.076	0.007	0.006	0.237	0.012	0.011	0.000	0.000	0.000	0.000	0.007	0.006	0.002	0.144
AlexEst_F163_A0	Flood	F163	A0	040	32.396300	34.865500	2016-12-25T11:15:00	Estuary head	0	150.0	4.926	44335.2	0.105	0.711	0.135	0.315	0.229	0.069	0.185	0.256	0.131	0.020	0.054	0.020	0.040	0.625	0.049	0.000	0.003	1.651	0.000	0.000	0.033	5.379	0.008	0.000	0.007	0.196	0.000	0.006	0.047	0.000	0.283	0.046	0.000	0.001	0.003	0.001	0.000	0.067	0.056	0.039	0.112	0.000	0.031	0.041	0.121	0.009	0.000	0.006	0.006	0.693	0.433	0.037	0.016	0.000	0.032	0.005	0.237	0.000		0.098	2.105	0.091	0.030	0.055	0.007	0.007	0.161	0.020	0.010	0.001	0.000	0.001	0.000	0.000	0.004	0.002	0.120
AlexEst_F163_A0	Flood	F163	A0	041	32.396300	34.865500	2016-12-25T14:15:00	Estuary head	0	120.0	8.174	58851.2	0.111	0.747	0.109	0.288	0.188	0.079	0.169	0.117	0.077	0.018	0.055	0.023	0.040	0.595	0.076	0.000	0.004	1.297	0.000	0.000	0.038	5.510	0.015	0.001	0.017	0.127	0.000	0.007	0.048	0.000	0.230	0.032	0.000	0.000	0.009	0.001	0.000	0.083	0.114	0.054	0.077	0.000	0.028	0.046	0.118	0.014	0.000	0.008	0.007	0.659	0.306	0.034	0.011	0.000	0.058	0.005	0.166	0.000		0.162	3.202	0.140	0.055	0.077	0.011	0.014	0.245	0.025	0.014	0.002	0.000	0.002	0.000	0.000	0.007	0.002	0.195
AlexEst_F163_A0	Flood	F163	A0	042	32.396300	34.865500	2016-12-25T15:15:00	Estuary head	0	74.0	11.381	50531.6	0.411	0.480	0.122	0.169	0.143	0.055	0.179	0.084	0.085	0.018	0.079	0.015	0.031	0.529	0.081	0.000	0.009	1.118	0.000	0.000	0.059	5.082	0.017	0.001	0.012	0.097	0.000	0.017	0.101	0.000	0.204	0.028	0.000	0.000	0.012	0.004	0.000	0.069	0.111	0.052	0.058	0.000	0.033	0.033	0.094	0.014	0.000	0.014	0.006	0.644	0.412	0.039	0.008	0.000	0.085	0.000	0.114	0.000		0.308	6.614	0.269	0.066	0.159	0.019	0.027	2.158	0.032	0.014	0.001	0.000	0.000	0.000	0.000	0.011	0.003	0.400
AlexEst_F163_A0	Flood	F163	A0	043	32.396300	34.865500	2016-12-25T16:43:00	Estuary head	0	104.0	15.612	97416.7	0.115	0.304	0.048	0.139	0.111	0.028	0.171	0.059	0.089	0.007	0.035	0.013	0.014	0.337	0.046	0.000	0.006	1.444	0.000	0.000	0.041	4.766	0.023	0.001	0.008	0.105	0.000	0.007	0.065	0.000	0.127	0.016	0.000	0.000	0.008	0.002	0.000	0.067	0.044	0.050	0.046	0.000	0.025	0.033	0.060	0.006	0.000	0.007	0.007	0.724	0.280	0.040	0.012	0.000	0.059	0.011	0.065	0.000		0.119	4.999	0.144	0.038	0.089	0.010	0.011	0.292	0.023	0.013	0.000	0.000	0.001	0.000	0.000	0.010	0.003	0.203
AlexEst_F163_A0	Flood	F163	A0	044	32.396300	34.865500	2016-12-25T18:43:00	Estuary head	0	150.0	10.929	98363.3	0.074	0.271	0.060	0.142	0.055	0.015	0.083	0.054	0.046	0.006	0.029	0.019	0.013	0.767	0.050	0.002	0.002	1.370	0.000	0.000	0.031	5.440	0.006	0.001	0.004	0.089	0.000	0.003	0.029	0.000	0.174	0.029	0.000	0.000	0.005	0.001	0.000	0.068	0.031	0.059	0.041	0.000	0.024	0.027	0.057	0.007	0.000	0.007	0.011	0.711	0.335	0.032	0.014	0.000	0.024	0.006	0.056	0.000		0.073	3.620	0.094	0.041	0.058	0.006	0.013	0.350	0.025	0.000	0.000	0.000	0.001	0.000	0.000	0.008	0.001	0.115
AlexEst_F163_A0	Flood	F163	A0	045	32.396300	34.865500	2016-12-25T21:43:00	Estuary head	0	180.0	8.878	95885.8	0.079	0.242	0.072	0.154	0.073	0.018	0.115	0.120	0.058	0.011	0.062	0.011	0.013	0.496	0.078	0.000	0.003	2.110	0.000	0.000	0.026	5.483	0.012	0.001	0.007	0.081	0.000	0.004	0.026	0.000	0.152	0.026	0.000	0.000	0.006	0.001	0.000	0.051	0.050	0.083	0.034	0.000	0.020	0.021	0.057	0.005	0.000	0.008	0.020	0.610	0.384	0.052	0.011	0.000	0.064	0.000	0.097	0.000		0.109	7.729	0.163	0.031	0.127	0.012	0.000	0.000	0.030	0.009	0.001	0.000	0.002	0.000	0.000	0.009	0.002	0.247
AlexEst_F163_A0	Flood	F163	A0	046	32.396300	34.865500	2016-12-26T00:43:00	Estuary head	0	180.0	13.527	146087.3	0.091	0.232	0.040	0.138	0.098	0.021	0.176	0.071	0.049	0.007	0.030	0.012	0.008	0.220	0.073	0.000	0.005	1.946	0.000	0.000	0.028	4.828	0.025	0.001	0.008	0.057	0.000	0.010	0.061	0.000	0.145	0.019	0.000	0.000	0.009	0.003	0.000	0.051	0.061	0.061	0.032	0.000	0.020	0.020	0.050	0.008	0.000	0.008	0.009	0.564	0.193	0.038	0.009	0.000	0.050	0.002	0.065	0.000		0.153	8.579	0.126	0.037	0.094	0.009	0.000	0.337	0.020	0.009	0.000	0.000	0.002	0.000	0.003	0.010	0.002	0.188
AlexEst_F163_A0	Flood	F163	A0	047	32.396300	34.865500	2016-12-26T03:43:00	Estuary head	0	180.0	14.779	159608.9	0.040	0.201	0.032	0.465	0.076	0.036	0.077	0.046	0.055	0.007	0.029	0.009	0.007	0.218	0.054	0.000	0.003	1.025	0.000	0.000	0.023	2.958	0.008	0.001	0.006	0.049	0.000	0.003	0.022	0.000	0.143	0.016	0.000	0.000	0.004	0.001	0.000	0.026	0.028	0.057	0.028	0.000	0.012	0.016	0.066	0.006	0.000	0.013	0.015	0.507	0.106	0.068	0.010	0.000	0.043	0.002	0.050	0.000		0.097	5.325	0.109	0.021	0.058	0.007	0.000	0.297	0.016	0.007	0.000	0.000	0.002	0.000	0.004	0.008	0.002	0.149
AlexEst_F163_A0	Flood	F163	A0	048	32.396300	34.865500	2016-12-26T06:43:00	Estuary head	0	222.0	8.557	113982.1	0.042	0.180	0.034	0.215	0.050	0.012	0.072	0.039	0.041	0.005	0.027	0.010	0.006	0.251	0.061	0.000	0.003	1.222	0.000	0.000	0.017	3.406	0.007	0.001	0.006	0.036	0.000	0.002	0.021	0.000	0.086	0.014	0.000	0.000	0.005	0.001	0.000	0.023	0.036	0.055	0.021	0.000	0.010	0.017	0.046	0.006	0.000	0.006	0.009	0.456	0.089	0.039	0.009	0.000	0.041	0.002	0.040	0.000		0.084	5.587	0.128	0.021	0.089	0.008	0.000	0.248	0.015	0.008	0.001	0.000	0.002	0.000	0.002	0.013	0.003	0.180
AlexEst_F163_A0	Flood	F163	A0	049	32.396300	34.865500	2016-12-26T11:07:00	Estuary head	0	252.0	4.186	63296.2	0.088	0.211	0.031	0.105	0.050	0.019	0.118	0.024	0.042	0.006	0.024	0.011	0.012	0.246	0.065	0.000	0.006	1.297	0.000	0.000	0.039	3.678	0.018	0.000	0.006	0.038	0.000	0.007	0.037	0.000	0.091	0.030	0.000	0.000	0.011	0.002	0.000	0.046	0.057	0.088	0.025	0.000	0.019	0.013	0.044	0.008	0.000	0.006	0.007	0.583	0.036	0.033	0.011	0.000	0.027	0.002	0.028	0.000		0.100	2.907	0.071	0.030	0.036	0.003	0.006	0.216	0.018	0.005	0.001	0.000	0.002	0.000	0.004	0.006	0.001	0.097
